hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Name,Q3(kvar),P4(kW),Q4(kvar)
1,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
2,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
3,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
4,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
5,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
6,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
7,0.0,-10.8149,-1.14528e-05,,0.0,,mongenerator-battery_634,,,
8,0.0,-11.1521,3.24779e-05,,0.0,,mongenerator-battery_634,,,
9,0.0,-28.1489,-0.000149364,,0.0,,mongenerator-battery_634,,,
10,0.0,-1.3319999999999999,1.7774700000000002e-06,,0.0,,mongenerator-battery_634,,,
11,0.0,-15.555,2.66265e-05,,0.0,,mongenerator-battery_634,,,
12,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
13,0.0,-61.8432,-0.000190791,,0.0,,mongenerator-battery_634,,,
14,0.0,-25.7811,-3.3171e-05,,0.0,,mongenerator-battery_634,,,
15,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
16,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
17,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
18,0.0,-20.3151,-7.4486e-05,,0.0,,mongenerator-battery_634,,,
19,0.0,-107.954,-0.00305636,,0.0,,mongenerator-battery_634,,,
20,0.0,-51.8627,0.000128639,,0.0,,mongenerator-battery_634,,,
21,0.0,20.211,7.90303e-06,,0.0,,mongenerator-battery_634,,,
22,0.0,-18.1609,3.53207e-05,,0.0,,mongenerator-battery_634,,,
23,0.0,135.164,2.42104e-05,,0.0,,mongenerator-battery_634,,,
24,0.0,152.65,-0.00233979,,0.0,,mongenerator-battery_634,,,
25,0.0,113.32,7.82662e-05,,0.0,,mongenerator-battery_634,,,
26,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
27,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
28,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
29,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
30,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
31,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
32,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
33,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
34,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
35,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
36,0.0,-35.972,-6.29938e-06,,0.0,,mongenerator-battery_634,,,
37,0.0,40.0308,-0.00257179,,0.0,,mongenerator-battery_634,,,
38,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
39,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
40,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
41,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
42,0.0,-78.7311,6.47244e-05,,0.0,,mongenerator-battery_634,,,
43,0.0,-7.313969999999999,1.39299e-05,,0.0,,mongenerator-battery_634,,,
44,0.0,95.759,9.177799999999999e-05,,0.0,,mongenerator-battery_634,,,
45,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
46,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
