hour,t(sec),V1,VAngle1,V2,VAngle2,I1,IAngle1,I2,IAngle2,V3,Name,VAngle3,I3,IAngle3,V4,VAngle4,I4,IAngle4,kv,V1(PU),V2(PU),V3(PU)
1,0.0,,111.272,,0.0,20.2518,111.275,20.2518,-68.7248,2403.36,monload-611_runway,,,,,,,,2.4,,,1.0014
2,0.0,,111.264,,0.0,21.49,111.264,21.49,-68.736,2403.09,monload-611_runway,,,,,,,,2.4,,,1.0012875
3,0.0,,111.285,,0.0,18.735,111.283,18.735,-68.7165,2404.04,monload-611_runway,,,,,,,,2.4,,,1.0016833333333333
4,0.0,,111.29,,0.0,18.1696,111.29,18.1696,-68.7105,2404.25,monload-611_runway,,,,,,,,2.4,,,1.0017708333333333
5,0.0,,111.061,,0.0,18.3433,111.063,18.3433,-68.9374,2393.51,monload-611_runway,,,,,,,,2.4,,,0.9972958333333334
6,0.0,,110.918,,0.0,19.8621,110.92,19.8621,-69.0804,2386.64,monload-611_runway,,,,,,,,2.4,,,0.9944333333333333
7,0.0,,110.079,,0.0,29.8483,110.08,29.8483,-69.9204,2347.33,monload-611_runway,,,,,,,,2.4,,,0.9780541666666667
8,0.0,,110.213,,0.0,31.8618,110.212,31.8618,-69.7881,2353.57,monload-611_runway,,,,,,,,2.4,,,0.9806541666666667
9,0.0,,109.796,,0.0,44.0268,109.796,44.0268,-70.2038,2334.55,monload-611_runway,,,,,,,,2.4,,,0.9727291666666668
10,0.0,,110.204,,0.0,37.8158,110.205,37.8158,-69.7955,2354.54,monload-611_runway,,,,,,,,2.4,,,0.9810583333333334
11,0.0,,110.577,,0.0,26.7204,110.581,26.7204,-69.419,2372.2,monload-611_runway,,,,,,,,2.4,,,0.9884166666666666
12,0.0,,111.351,,0.0,25.0426,111.35,25.0426,-68.6495,2410.59,monload-611_runway,,,,,,,,2.4,,,1.0044125000000002
13,0.0,,110.518,,0.0,24.9564,110.52,24.9564,-69.4805,2369.17,monload-611_runway,,,,,,,,2.4,,,0.9871541666666667
14,0.0,,110.917,,0.0,24.9959,110.922,24.9959,-69.0781,2388.85,monload-611_runway,,,,,,,,2.4,,,0.9953541666666667
15,0.0,,111.21,,0.0,24.9268,111.206,24.9268,-68.7937,2403.23,monload-611_runway,,,,,,,,2.4,,,1.0013458333333334
