hour,t(sec),P1(kW),Q1(kvar),P2(kW),Q2(kvar),P3(kW),Name,Q3(kvar),P4(kW),Q4(kvar)
1,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
2,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
3,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
4,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
5,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
6,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
7,0.0,-10.8149,-1.14933e-05,,0.0,,mongenerator-battery_634,,,
8,0.0,-11.1521,3.24883e-05,,0.0,,mongenerator-battery_634,,,
9,0.0,-28.1489,-0.00014995,,0.0,,mongenerator-battery_634,,,
10,0.0,-1.332,1.79922e-06,,0.0,,mongenerator-battery_634,,,
11,0.0,-15.555,2.71873e-05,,0.0,,mongenerator-battery_634,,,
12,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
13,0.0,-61.8432,-0.000190746,,0.0,,mongenerator-battery_634,,,
14,0.0,-25.7811,-3.31806e-05,,0.0,,mongenerator-battery_634,,,
15,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
16,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
17,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
18,0.0,-20.3151,-7.44737e-05,,0.0,,mongenerator-battery_634,,,
19,0.0,-107.954,-0.00305911,,0.0,,mongenerator-battery_634,,,
20,0.0,-51.8627,0.000128836,,0.0,,mongenerator-battery_634,,,
21,0.0,20.211,7.99555e-06,,0.0,,mongenerator-battery_634,,,
22,0.0,-18.1609,3.53826e-05,,0.0,,mongenerator-battery_634,,,
23,0.0,135.164,2.43142e-05,,0.0,,mongenerator-battery_634,,,
24,0.0,152.65,-0.0023393,,0.0,,mongenerator-battery_634,,,
25,0.0,113.32,7.85081e-05,,0.0,,mongenerator-battery_634,,,
26,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
27,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
28,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
29,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
30,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
31,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
32,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
33,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
34,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
35,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
36,0.0,-35.972,-6.29502e-06,,0.0,,mongenerator-battery_634,,,
37,0.0,40.0308,-0.0025717,,0.0,,mongenerator-battery_634,,,
38,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
39,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
40,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
41,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
42,0.0,-78.7311,6.47859e-05,,0.0,,mongenerator-battery_634,,,
43,0.0,-7.31397,1.39472e-05,,0.0,,mongenerator-battery_634,,,
44,0.0,95.759,9.42156e-05,,0.0,,mongenerator-battery_634,,,
45,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
46,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
47,0.0,0.0,0.0,,0.0,,mongenerator-battery_634,,,
